Date,Open,High,Low,Close,Adj Close,Volume
2022-12-20,131.389999,133.250000,129.889999,132.300003,131.915848,77432800
2022-12-21,132.979996,136.809998,132.750000,135.449997,135.056702,85928000
2022-12-22,134.350006,134.559998,130.300003,132.229996,131.846039,77852100
2022-12-23,130.919998,132.419998,129.639999,131.860001,131.477127,63814900
2022-12-27,131.380005,131.410004,128.720001,130.029999,129.652435,69007800
2022-12-28,129.669998,131.029999,125.870003,126.040001,125.674019,85438400
2022-12-29,127.989998,130.479996,127.730003,129.610001,129.233658,75703700
2022-12-30,128.410004,129.949997,127.430000,129.929993,129.552719,77034200
2023-01-03,130.279999,130.899994,124.169998,125.070000,124.706833,112117500
2023-01-04,126.889999,128.660004,125.080002,126.360001,125.993095,89113600
2023-01-05,127.129997,127.769997,124.760002,125.019997,124.656982,80962700
2023-01-06,126.010002,130.289993,124.889999,129.619995,129.243622,87754700
2023-01-09,130.470001,133.410004,129.889999,130.149994,129.772079,70790800
2023-01-10,130.259995,131.259995,128.119995,130.729996,130.350403,63896200
2023-01-11,131.250000,133.509995,130.460007,133.490005,133.102386,69458900
2023-01-12,133.880005,134.259995,131.440002,133.410004,133.022614,71379600
2023-01-13,132.029999,134.919998,131.660004,134.759995,134.368698,57809700
2023-01-17,134.830002,137.289993,134.130005,135.940002,135.545273,63646600
2023-01-18,136.820007,138.610001,135.029999,135.210007,134.817398,69672800
2023-01-19,134.080002,136.250000,133.770004,135.270004,134.877228,58280400
2023-01-20,135.279999,138.020004,134.220001,137.869995,137.469666,80223600
2023-01-23,138.119995,143.320007,137.899994,141.110001,140.700256,81760300
2023-01-24,140.309998,143.160004,140.300003,142.529999,142.116135,66435100
2023-01-25,140.889999,142.429993,138.809998,141.860001,141.448074,65799300
2023-01-26,143.169998,144.250000,141.899994,143.960007,143.541992,54105100
2023-01-27,143.160004,147.229996,143.080002,145.929993,145.506256,70555800
2023-01-30,144.960007,145.550003,142.850006,143.000000,142.584778,64015300
2023-01-31,142.699997,144.339996,142.279999,144.289993,143.871017,65874500
2023-02-01,143.970001,146.610001,141.320007,145.429993,145.007706,77663600
2023-02-02,148.899994,151.179993,148.169998,150.820007,150.382065,118339000
2023-02-03,148.029999,157.380005,147.830002,154.500000,154.051376,154357300
2023-02-06,152.570007,153.100006,150.779999,151.729996,151.289429,69858300
2023-02-07,150.639999,155.229996,150.639999,154.649994,154.200943,83322600
2023-02-08,153.880005,154.580002,151.169998,151.919998,151.478882,64120100
2023-02-09,153.779999,154.330002,150.419998,150.869995,150.431915,56007100
2023-02-10,149.460007,151.339996,149.220001,151.009995,150.801407,57450700
2023-02-13,150.949997,154.259995,150.919998,153.850006,153.637497,62199000
2023-02-14,152.119995,153.770004,150.860001,153.199997,152.988388,61707600
2023-02-15,153.110001,155.500000,152.880005,155.330002,155.115448,65573800
2023-02-16,153.509995,156.330002,153.350006,153.710007,153.497696,68167900
2023-02-17,152.350006,153.000000,150.850006,152.550003,152.339294,59144100
2023-02-21,150.199997,151.300003,148.410004,148.479996,148.274902,58867200
2023-02-22,148.869995,149.949997,147.160004,148.910004,148.704315,51011300
2023-02-23,150.089996,150.339996,147.240005,149.399994,149.193634,48394200
2023-02-24,147.110001,147.190002,145.720001,146.710007,146.507355,55469600
2023-02-27,147.710007,149.169998,147.449997,147.919998,147.715683,44998500
2023-02-28,147.050003,149.080002,146.830002,147.410004,147.206390,50547000
2023-03-01,146.830002,147.229996,145.009995,145.309998,145.109283,55479000
2023-03-02,144.380005,146.710007,143.899994,145.910004,145.708466,52238100
2023-03-03,148.039993,151.110001,147.330002,151.029999,150.821381,70732300
2023-03-06,153.789993,156.300003,153.460007,153.830002,153.617523,87558000
2023-03-07,153.699997,154.029999,151.130005,151.600006,151.390610,56182000
2023-03-08,152.809998,153.470001,151.830002,152.869995,152.658844,47204800
2023-03-09,153.559998,154.539993,150.229996,150.589996,150.381989,53833600
2023-03-10,150.210007,150.940002,147.610001,148.500000,148.294876,68572400
2023-03-13,147.809998,153.139999,147.699997,150.470001,150.262161,84457100
2023-03-14,151.279999,153.399994,150.100006,152.589996,152.379227,73695900
2023-03-15,151.190002,153.250000,149.919998,152.990005,152.778687,77167900
2023-03-16,152.160004,156.460007,151.639999,155.850006,155.634735,76161100
2023-03-17,156.080002,156.740005,154.279999,155.000000,154.785904,98944600
2023-03-20,155.070007,157.820007,154.149994,157.399994,157.182587,73641400
2023-03-21,157.320007,159.399994,156.539993,159.279999,159.059982,73938300
2023-03-22,159.300003,162.139999,157.809998,157.830002,157.612000,75701800
2023-03-23,158.830002,161.550003,157.679993,158.929993,158.710464,67622100
2023-03-24,158.860001,160.339996,157.850006,160.250000,160.028656,59196500
2023-03-27,159.940002,160.770004,157.869995,158.279999,158.061371,52390300
2023-03-28,157.970001,158.490005,155.979996,157.649994,157.432236,45992200
2023-03-29,159.369995,161.050003,159.350006,160.770004,160.547943,51305700
2023-03-30,161.529999,162.470001,161.270004,162.360001,162.135742,49501700
2023-03-31,162.440002,165.000000,161.910004,164.899994,164.672226,68749800
2023-04-03,164.270004,166.289993,164.220001,166.169998,165.940475,56976200
2023-04-04,166.600006,166.839996,165.110001,165.630005,165.401230,46278300
2023-04-05,164.740005,165.050003,161.800003,163.759995,163.533798,51511700
2023-04-06,162.429993,164.960007,162.000000,164.660004,164.432556,45390100
2023-04-10,161.419998,162.029999,160.080002,162.029999,161.806183,47716900
2023-04-11,162.350006,162.360001,160.509995,160.800003,160.577896,47644200
2023-04-12,161.220001,162.059998,159.779999,160.100006,159.878860,50133100
2023-04-13,161.630005,165.800003,161.419998,165.559998,165.331314,68445600
2023-04-14,164.589996,166.320007,163.820007,165.210007,164.981812,49386500
2023-04-17,165.089996,165.389999,164.029999,165.229996,165.001770,41516200
2023-04-18,166.100006,167.410004,165.649994,166.470001,166.240067,49923000
2023-04-19,165.800003,168.160004,165.539993,167.630005,167.398468,47720200
2023-04-20,166.089996,167.869995,165.559998,166.649994,166.419800,52456400
2023-04-21,165.050003,166.449997,164.490005,165.020004,164.792068,58337300
2023-04-24,165.000000,165.600006,163.889999,165.330002,165.101639,41949600
2023-04-25,165.190002,166.309998,163.729996,163.770004,163.543793,48714100
2023-04-26,163.059998,165.279999,162.800003,163.759995,163.533798,45498800
2023-04-27,165.190002,168.559998,165.190002,168.410004,168.177383,64902300
2023-04-28,168.490005,169.850006,167.880005,169.679993,169.445618,55209200
2023-05-01,169.279999,170.449997,168.639999,169.589996,169.355743,52472900
2023-05-02,170.089996,170.350006,167.539993,168.539993,168.307190,48425700
2023-05-03,169.500000,170.919998,167.160004,167.449997,167.218704,65136000
2023-05-04,164.889999,167.039993,164.309998,165.789993,165.560989,81235400
2023-05-05,170.979996,174.300003,170.759995,173.570007,173.330261,113316400
2023-05-08,172.479996,173.850006,172.110001,173.500000,173.260345,55962800
2023-05-09,173.050003,173.539993,171.600006,171.770004,171.532745,45326900
2023-05-10,173.020004,174.029999,171.899994,173.559998,173.320267,53724500
2023-05-11,173.850006,174.589996,172.169998,173.750000,173.510010,49514700
2023-05-12,173.619995,174.059998,171.000000,172.570007,172.570007,45497800
2023-05-15,173.160004,173.210007,171.470001,172.070007,172.070007,37266700
2023-05-16,171.990005,173.139999,171.800003,172.070007,172.070007,42110300
2023-05-17,171.710007,172.929993,170.419998,172.690002,172.690002,57951600
2023-05-18,173.000000,175.240005,172.580002,175.050003,175.050003,65496700
2023-05-19,176.389999,176.389999,174.940002,175.160004,175.160004,55772400
2023-05-22,173.979996,174.710007,173.449997,174.199997,174.199997,43570900
2023-05-23,173.130005,173.380005,171.279999,171.559998,171.559998,50747300
2023-05-24,171.089996,172.419998,170.520004,171.839996,171.839996,45143500
2023-05-25,172.410004,173.899994,171.690002,172.990005,172.990005,56058300
2023-05-26,173.320007,175.770004,173.110001,175.429993,175.429993,54835000
2023-05-30,176.960007,178.990005,176.570007,177.300003,177.300003,55964400
2023-05-31,177.330002,179.350006,176.759995,177.250000,177.250000,99625300
2023-06-01,177.699997,180.119995,176.929993,180.089996,180.089996,68901800
2023-06-02,181.029999,181.779999,179.259995,180.949997,180.949997,61945900
2023-06-05,182.630005,184.949997,178.039993,179.580002,179.580002,121946500
2023-06-06,179.970001,180.119995,177.429993,179.210007,179.210007,64848400
2023-06-07,178.440002,181.210007,177.320007,177.820007,177.820007,61944600
2023-06-08,177.899994,180.839996,177.460007,180.570007,180.570007,50214900
